#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x;;;;;;;;;;;;;;;
#[From.Religion.GetName];;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#[From.Religion.GetHighGodName];;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#[From.Religion.GetRandomGodName];;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#[From.Religion.GetRandomEvilGodName];;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#[From.Religion.GetPriestTitle];;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#[From.Religion.GetScriptureName];;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#[From.Religion.GetPietyName];;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#[From.Religion.GetCrusadeName];;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#[From.Society.GetName];;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#[From.GetSocietyRank];;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#[From.GetFirstName];;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#[From.GetTitledFirstName];;;;;;;;;;;;;;;;;;;;;;;;;;;;;
society_teutonic_order_desc;The Order of Brothers of the German House of Saint Mary in Jerusalem was been formed and sponsored by the [From.Religion.GetName] Church and the Holy Roman Emperor. It was assembled from a group of knights originating from the cities of Bremen and Lubeck.  The Teutonic Order, much like the Knights of St. John and the Knights Templar, primarily protect and care for pilgrims to the Holy Land, but will serve any [From.Religion.GetName] ruler willing to pay for their upkeep.;L'Ordre des Frères de la Maison allemande de Sainte Marie à Jérusalem a été formé et parrainé par [From.Religion.GetName] l'Eglise et le Saint Empereur Romain. Il a été assemblé à partir d'un groupe de chevaliers originaires des villes de Brême et de Lubeck.  L'Ordre Teutonique, tout comme les Chevaliers de Saint-Jean et les Templiers, protège et prend soin des pèlerins en Terre Sainte, mais il servira à tout [From.Religion.GetName] prêt à payer pour leur entretien.;;;;;;;;;;;;x;;;;;;;;;;;;;;;
society_teutonic_order_leader_desc;The Grand Master of the Teutonic Order.;Le Grand Maître de l'Ordre Teutonique.;;;;;;;;;;;;x;;;;;;;;;;;;;;;
society_teutonic_order_rank_1_female;Schwester;Soeur;;;;;;;;;;;;x;;;;;;;;;;;;;;;
society_teutonic_order_rank_2_female;Dame;Dame;;;;;;;;;;;;x;;;;;;;;;;;;;;;
society_teutonic_order_rank_3_female;Landmeister;Grand-commandeur;;;;;;;;;;;;x;;;;;;;;;;;;;;;
society_teutonic_order_rank_4_female;Mutter Oberin;Mère supérieure;;;;;;;;;;;;x;;;;;;;;;;;;;;;
society_teutonic_order_rank_1_male;Halbbruder;Demi-frère;;;;;;;;;;;;x;;;;;;;;;;;;;;;
society_teutonic_order_rank_2_male;Ritter;Chevalier;;;;;;;;;;;;x;;;;;;;;;;;;;;;
society_teutonic_order_rank_3_male;Landmeister;Grand-commandeur;;;;;;;;;;;;x;;;;;;;;;;;;;;;
society_teutonic_order_rank_4_male;Hochmeister;Grand maître;;;;;;;;;;;;x;;;;;;;;;;;;;;;
#knights_calatrava;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
society_knights_calatrava;The Order of Calatrava;Ordre de Calatrava;;;;;;;;;;;;x;;;;;;;;;;;;;;;
society_knights_calatrava_desc;The Order of Calatrava is a military branch of the Cistercian, a religious order of monks and nuns. They are soldiers of the Cross, having just been endorsed in a decree issued by the [From.Religion.GetName] Church. These knights take their name from a castle recovered in Iberia from the clutches of the Moslem infidel, and they stand ready to combat heathens and defend the pious in the name of any [From.Religion.GetName] ruler.;L'Ordre de Calatrava est une branche militaire du cistercien, un ordre religieux de moines et de religieuses. Ce sont des soldats de la Croix, qui viennent d'être reconnus dans un décret publié par l'église de [From.Religion.GetName]. Ces chevaliers tirent leur nom d'un château récupéré dans la péninsule ibérique des griffes de l'infidèle musulman, et ils sont prêts à combattre les païens et à défendre les pieux au nom de tous les souverains [From.Religion.GetName].;;;;;;;;;;;;x;;;;;;;;;;;;;;;
society_knights_calatrava_leader_desc;The Grand Master of the Order of Calatrava.;Le Grand Maître de l'Ordre de Calatrava.;;;;;;;;;;;;x;;;;;;;;;;;;;;;
society_knights_calatrava_rank_1_female;Adjutante;Adjudant;;;;;;;;;;;;x;;;;;;;;;;;;;;;
society_knights_calatrava_rank_2_female;Dame;Dame;;;;;;;;;;;;x;;;;;;;;;;;;;;;
society_knights_calatrava_rank_3_female;Prioress;Prieure;;;;;;;;;;;;x;;;;;;;;;;;;;;;
society_knights_calatrava_rank_4_female;Mother Superior;Mère supérieure ;;;;;;;;;;;;x;;;;;;;;;;;;;;;
society_knights_calatrava_rank_1_male;Sergeant;Sergent;;;;;;;;;;;;x;;;;;;;;;;;;;;;
society_knights_calatrava_rank_2_male;Knight;Chevalier;;;;;;;;;;;;x;;;;;;;;;;;;;;;
society_knights_calatrava_rank_3_male;Prior;Prieur;;;;;;;;;;;;x;;;;;;;;;;;;;;;
society_knights_calatrava_rank_4_male;Grand Master;Grand maître;;;;;;;;;;;;x;;;;;;;;;;;;;;;
#knights_santiago;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
society_knights_santiago;The Order of Santiago;Ordre de Santiago;;;;;;;;;;;;x;;;;;;;;;;;;;;;
society_knights_santiago_desc;This chivalric order, also known as The Order of St. James of the Sword, owes its name to Santiago Matamoros. He was one of the twelve apostles, Saint James the Moorslayer as he is known in other parts of the world. The Order of Santiago enjoys the official sponsorship of the [From.Religion.GetName] Church and its knights have all sworn to purge entire realms of heathens and heretics.;Cet ordre chevaleresque, également connu sous le nom de l'Ordre de Sant'Iago de l'Épée, doit son nom à Santiago Matamoros. Il était l'un des douze apôtres, saint Jacques le Tueur de maures, comme on l'appelle dans d'autres parties du monde. L'Ordre de Sant'Iago bénéficie du parrainage officiel de l'église [From.Religion.GetName] et ses chevaliers ont tous juré de purger des royaumes entiers de païens et d'hérétiques.;;;;;;;;;;;;x;;;;;;;;;;;;;;;
society_knights_santiago_leader_desc;The Grand Master of the Order of Santiago.;Le Grand Maître de l'Ordre de Santiago.;;;;;;;;;;;;x;;;;;;;;;;;;;;;
society_knights_santiago_rank_1_female;Adjutante;Adjudant;;;;;;;;;;;;x;;;;;;;;;;;;;;;
society_knights_santiago_rank_2_female;Dame;Dame;;;;;;;;;;;;x;;;;;;;;;;;;;;;
society_knights_santiago_rank_3_female;Prioress;Prieur;;;;;;;;;;;;x;;;;;;;;;;;;;;;
society_knights_santiago_rank_4_female;Mother Superior;Mère Supérieure;;;;;;;;;;;;x;;;;;;;;;;;;;;;
society_knights_santiago_rank_1_male;Sergeant;Sergent;;;;;;;;;;;;x;;;;;;;;;;;;;;;
society_knights_santiago_rank_2_male;Knight;Chevalier;;;;;;;;;;;;x;;;;;;;;;;;;;;;
society_knights_santiago_rank_3_male;Prior;Prieur;;;;;;;;;;;;x;;;;;;;;;;;;;;;
society_knights_santiago_rank_4_male;Grand Master;Grand Maître;;;;;;;;;;;;x;;;;;;;;;;;;;;;
#holy_sepulchre;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
society_holy_sepulchre;The Brotherhood of the Holy Sepulchre;La Confrérie du Saint Sépulcre;;;;;;;;;;;;x;;;;;;;;;;;;;;;
society_holy_sepulchre_desc;The Brotherhood has worked tirelessly to protect Christian holy sites and relics in the Holy Land ever since it was first founded in 313, when the Edict of Milan legalized Christendom throughout the Roman Empire. This holy order has now become increasingly militarized and their ranks have grown dramatically to include professional soldiers as well. Their dedication to protect the Holy Land has now extended to include the defense of all of [From.Religion.GetName] Christendom.;La Confrérie a travaillé sans relâche pour protéger les lieux saints chrétiens et les reliques en Terre Sainte depuis sa fondation en 313, lorsque l'édit de Milan a légalisé la chrétienté dans l'Empire romain. Cet ordre sacré est maintenant de plus en plus militarisé et ses rangs se sont considérablement élargis pour inclure également des soldats professionnels. Leur dévouement à la protection de la Terre Sainte s'est maintenant étendu à la défense de toute la [From.Religion.GetName] chrétienté.;;;;;;;;;;;;;;;;;;;;;;;;;;;
society_holy_sepulchre_leader_desc;The Grand Master of the Brotherhood of the Holy Sepulchre.;Le Grand Maître de la Confrérie du Saint-Sépulcre.;;;;;;;;;;;;x;;;;;;;;;;;;;;;
society_holy_sepulchre_rank_1_female;Adjutante;Adjudant;;;;;;;;;;;;x;;;;;;;;;;;;;;;
society_holy_sepulchre_rank_2_female;Dame;Dame;;;;;;;;;;;;x;;;;;;;;;;;;;;;
society_holy_sepulchre_rank_3_female;Prioress;Prieure;;;;;;;;;;;;x;;;;;;;;;;;;;;;
society_holy_sepulchre_rank_4_female;Mother Superior;Mère supérieure;;;;;;;;;;;;x;;;;;;;;;;;;;;;
society_holy_sepulchre_rank_1_male;Sergeant;Sergent;;;;;;;;;;;;x;;;;;;;;;;;;;;;
society_holy_sepulchre_rank_2_male;Knight;Chevalier;;;;;;;;;;;;x;;;;;;;;;;;;;;;
society_holy_sepulchre_rank_3_male;Prior;Prieur;;;;;;;;;;;;x;;;;;;;;;;;;;;;
society_holy_sepulchre_rank_4_male;Grand Master;Grand maître;;;;;;;;;;;;x;;;;;;;;;;;;;;;
#saint_anthony;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
society_saint_anthony;The Order of Saint Anthony;L'Ordre de Saint Antoine;;;;;;;;;;;;x;;;;;;;;;;;;;;;
society_saint_anthony_desc;The Knights of Saint Anthony come from one of the oldest chivalric orders in the world. In 370, disciples of Anthony the Hermit founded the Order of Saint Anthony under the patronage of the Emperor of Ethiopia. Although they have kept a low profile for many centuries, this holy order resurfaced as a powerful force. Their stated purpose is to protect [From.Religion.GetName] Christians from all those who would seek them harm.;Les Chevaliers de Saint-Antoine viennent d'un des plus anciens ordres chevaleresques du monde. En 370, les disciples d'Antoine l'Ermite fondèrent l'Ordre de Saint Antoine sous le patronage de l'Empereur d'Ethiopie. Bien qu'ils aient gardé un profil bas pendant de nombreux siècles, cet ordre sacré a refait surface comme une force puissante. Leur but déclaré est de protéger [From.Religion.GetName] les chrétiens de tous ceux qui voudraient leur faire du mal.;;;;;;;;;;;;x;;;;;;;;;;;;;;;
society_saint_anthony_leader_desc;The Grand Master of the Brotherhood of the Order of Saint Anthony.;Le Grand Maître de la Confrérie de l'Ordre de Saint Antoine.;;;;;;;;;;;;x;;;;;;;;;;;;;;;
society_saint_anthony_rank_1_female;Adjutante;Adjudant;;;;;;;;;;;;x;;;;;;;;;;;;;;;
society_saint_anthony_rank_2_female;Dame;Dame;;;;;;;;;;;;x;;;;;;;;;;;;;;;
society_saint_anthony_rank_3_female;Prioress;Prieure;;;;;;;;;;;;x;;;;;;;;;;;;;;;
society_saint_anthony_rank_4_female;Mother Superior;Mère supérieure;;;;;;;;;;;;x;;;;;;;;;;;;;;;
society_saint_anthony_rank_1_male;Sergeant;Sergent;;;;;;;;;;;;x;;;;;;;;;;;;;;;
society_saint_anthony_rank_2_male;Knight;Chevalier;;;;;;;;;;;;x;;;;;;;;;;;;;;;
society_saint_anthony_rank_3_male;Prior;Prieur;;;;;;;;;;;;x;;;;;;;;;;;;;;;
society_saint_anthony_rank_4_male;Grand Master;Grand maître;;;;;;;;;;;;x;;;;;;;;;;;;;;;
#saint_addai;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
society_saint_addai;The Order of Saint Addai;L'Ordre de Saint Adday;;;;;;;;;;;;x;;;;;;;;;;;;;;;
society_saint_addai_desc;The imperative to protect the Holy Places for [From.Religion.GetName] Christianity has caused the Catholicos, [From.RelHead.GetTitledName], to declare the creation of a holy brotherhood of warrior monks - the Order of Saint Addai, named after the apostle who spread Christianity to Syria and Mesopotamia. They stand ready to smite heathens and infidels and protect the righteous in the name of the [From.Religion.GetName] faith.;L'impératif de protéger les Lieux Saints pour [From.Religion.GetName] du Christianisme a causé aux catholiques, [From.RelHead.GetTitledName],  de déclarer la création d'une sainte confrérie de moines guerriers - l'Ordre de Saint Adday, du nom de l'apôtre qui a répandu le christianisme en Syrie et en Mésopotamie. Ils sont prêts à frapper les païens et les infidèles et à protéger les justes au nom de la [From.Religion.GetName] foi.;;;;;;;;;;;;x;;;;;;;;;;;;;;;
society_saint_addai_leader_desc;The Grand Master of the Brotherhood of the Order of Saint Addai.;Le Grand Maître de la Confrérie de l'Ordre de Saint Adday.;;;;;;;;;;;;x;;;;;;;;;;;;;;;
society_saint_addai_rank_1_female;Adjutante;Adjudant;;;;;;;;;;;;x;;;;;;;;;;;;;;;
society_saint_addai_rank_2_female;Dame;Dame;;;;;;;;;;;;x;;;;;;;;;;;;;;;
society_saint_addai_rank_3_female;Prioress;Prieure;;;;;;;;;;;;x;;;;;;;;;;;;;;;
society_saint_addai_rank_4_female;Mother Superior;Mère supérieure;;;;;;;;;;;;x;;;;;;;;;;;;;;;
society_saint_addai_rank_1_male;Sergeant;Sergent;;;;;;;;;;;;x;;;;;;;;;;;;;;;
society_saint_addai_rank_2_male;Knight;Chevalier;;;;;;;;;;;;x;;;;;;;;;;;;;;;
society_saint_addai_rank_3_male;Prior;Prieur;;;;;;;;;;;;x;;;;;;;;;;;;;;;
society_saint_addai_rank_4_male;Grand Master;Grand maître;;;;;;;;;;;;x;;;;;;;;;;;;;;;
#bektashi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
society_bektashi;The Bektashi Order;L'Ordre Bektachi;;;;;;;;;;;;x;;;;;;;;;;;;;;;
society_bektashi_desc;A Sufi sect of dervishes founded under the leadership of a certain Hadji Baktash Wali, a mystic from Khorasan. Striving for 'Unity of Being', Bektashis train the soul through meditation and contemplation of the inner meaning of the Koran. The Bektashi Order is warlike and especially popular among [From.Religion.GetName] Muslim soldiers. The Order has sworn to protect Islam and to combat infidels and polytheists of all kinds.;Une secte soufie de derviches fondée sous la direction d'un certain Hadji Baktash Wali, un mystique du Khorasan. En quête de l'unité de l'être, Bektashis entraîne l'âme par la méditation et la contemplation de la signification intérieure du Coran. L'Ordre Bektashi est belliqueux et particulièrement populaire parmi les [From.Religion.GetName] soldats musulmans. L'Ordre a juré de protéger l'Islam et de combattre les infidèles et les polythéistes de toutes sortes.;;;;;;;;;;;;x;;;;;;;;;;;;;;;
society_bektashi_leader_desc;The Grand Master of the Brotherhood of the Bektashi Order.;Le Grand Maître de la Confrérie de l'Ordre Bektashi.;;;;;;;;;;;;x;;;;;;;;;;;;;;;
society_bektashi_rank_1_female;Asik;Asik;;;;;;;;;;;;x #bard;;;;;;;;;;;;;;;
society_bektashi_rank_2_female;Mühip;Mühip;;;;;;;;;;;;x;;;;;;;;;;;;;;;
society_bektashi_rank_3_female;Dervish;Derviche;;;;;;;;;;;;x;;;;;;;;;;;;;;;
society_bektashi_rank_4_female;Dedebaba;Dedebaba;;;;;;;;;;;;x #great grand pa;;;;;;;;;;;;;;;
society_bektashi_rank_1_male;Asik;Asik;;;;;;;;;;;;x;;;;;;;;;;;;;;;
society_bektashi_rank_2_male;Mühip;Mühip;;;;;;;;;;;;x;;;;;;;;;;;;;;;
society_bektashi_rank_3_male;Dervish;Derviche;;;;;;;;;;;;x;;;;;;;;;;;;;;;
society_bektashi_rank_4_male;Dedebaba;Dedebaba;;;;;;;;;;;;x;;;;;;;;;;;;;;;
#haruriyyah;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
society_haruriyyah;The Haruriyyah;Haruriyya;;;;;;;;;;;;x;;;;;;;;;;;;;;;
society_haruriyyah_desc;They call themselves simply 'The Haruriyyah'. An order of Muslim warriors, claiming descent from the old Haruri traditions and swearing to protect Islam and combat infidels and polytheists of all kinds. It was a Haruri who killed the Caliph Ali with a poisoned sword since they saw him as corrupting Islam, and this group vows to show the same courage and determination in fighting any enemies of the true faith.;Ils se nomment tout simplement'Le Haruriyyyah'. Un ordre de guerriers musulmans, revendiquant la descendance des anciennes traditions Haruri et jurant de protéger l'Islam et de combattre les infidèles et les polythéistes de toutes sortes. C'est un Haruri qui a tué le calife Ali avec une épée empoisonnée puisqu'ils le voyaient comme corrompant l'Islam, et ce groupe s'engage à faire preuve du même courage et de la même détermination pour combattre les ennemis de la vraie foi.;;;;;;;;;;;;x;;;;;;;;;;;;;;;
society_haruriyyah_leader_desc;The Grand Master of the Haruriyyah.;Le Grand Maître du Haruriyyyah.;;;;;;;;;;;;x;;;;;;;;;;;;;;;
society_haruriyyah_rank_1_female;Asik;Asik;;;;;;;;;;;;x;;;;;;;;;;;;;;;
society_haruriyyah_rank_2_female;Mühip;Mühip;;;;;;;;;;;;x;;;;;;;;;;;;;;;
society_haruriyyah_rank_3_female;Dervish;Derviche;;;;;;;;;;;;x;;;;;;;;;;;;;;;
society_haruriyyah_rank_4_female;Dedebaba;Dedebaba;;;;;;;;;;;;x;;;;;;;;;;;;;;;
society_haruriyyah_rank_1_male;Asik;Asik;;;;;;;;;;;;x;;;;;;;;;;;;;;;
society_haruriyyah_rank_2_male;Mühip;Mühip;;;;;;;;;;;;x;;;;;;;;;;;;;;;
society_haruriyyah_rank_3_male;Dervish;Derviche;;;;;;;;;;;;x;;;;;;;;;;;;;;;
society_haruriyyah_rank_4_male;Dedebaba;Dedebaba;;;;;;;;;;;;x;;;;;;;;;;;;;;;
#zealots;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
society_zealots;The Zealots;Les Zélotes;;;;;;;;;;;;x;;;;;;;;;;;;;;;
society_zealots_desc;A holy order modeled after the ancient Zealots to protect Judaism against its enemies. Just like the Jewish sect that is their namesake, these Zealots will not shy away from violence against those they feel are deserving. Some within the [From.Religion.GetName] religious community have accused the Zealots of taking their faith to extreme levels, but the ranks of the order continue to swell as [From.Religion.GetName] exiles returning to the Promised Land flock to their banner.;Un ordre sacré modelé sur les anciens zélotes pour protéger le judaïsme contre ses ennemis. Tout comme la secte juive qui porte leur nom, ces zélotes n'hésiteront pas à recourir à la violence contre ceux qu'ils estiment mériter. Certains au sein de la [From.Religion.GetName] communauté religieuse ont accusé les Zélotes de porter leur foi à des niveaux extrêmes, mais les rangs de l'ordre continuent de grossir au fur et à mesure que les [From.Religion.GetName] exilés retournent à la Terre promise et se regroupent sous leur drapeau.;;;;;;;;;;;;x;;;;;;;;;;;;;;;
society_zealots_leader_desc;The Grand Master of the Zealots.;Le Grand Maître des Zélotes.;;;;;;;;;;;;x;;;;;;;;;;;;;;;
society_zealots_rank_1_female;Nazirite;Nazirite;;;;;;;;;;;;x;;;;;;;;;;;;;;;
society_zealots_rank_2_female;Attendant;Préposé;;;;;;;;;;;;x;;;;;;;;;;;;;;;
society_zealots_rank_3_female;Judge;Juge;;;;;;;;;;;;x;;;;;;;;;;;;;;;
society_zealots_rank_4_female;Mother Superior;Mère supérieure;;;;;;;;;;;;x;;;;;;;;;;;;;;;
society_zealots_rank_1_male;Nazirite;Nazirite;;;;;;;;;;;;x;;;;;;;;;;;;;;;
society_zealots_rank_2_male;Attendant;Préposé;;;;;;;;;;;;x;;;;;;;;;;;;;;;
society_zealots_rank_3_male;Judge;Juge;;;;;;;;;;;;x;;;;;;;;;;;;;;;
society_zealots_rank_4_male;Grand Master;Grand maître;;;;;;;;;;;;x;;;;;;;;;;;;;;;
#immortals;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
society_immortals;The Immortals;Les Immortels;;;;;;;;;;;;x;;;;;;;;;;;;;;;
society_immortals_desc;A holy order founded by some of Persia's finest warriors who have taken it upon themselves to safeguarding the [From.Religion.GetName] faith. They call themselves the Immortals, just like the ancient Persian warrior elite described by Herodotus, and they seem intent on carrying on the martial traditions of their legendary predecessors. This militant holy order has sworn to fight against all who would threaten the legacy of Zoroaster.;Un ordre sacré fondé par certains des meilleurs guerriers de Perse qui ont pris sur eux de préserver la [From.Religion.GetName] foi. Ils s'appellent les Immortels, tout comme l'ancienne élite guerrière persane décrite par Hérodote, et ils semblent déterminés à perpétuer les traditions martiales de leurs légendaires prédécesseurs. Cet ordre saint militant a juré de lutter contre tous ceux qui menaceraient l'héritage de Zoroastre.;;;;;;;;;;;;x;;;;;;;;;;;;;;;
society_immortals_leader_desc;The Grand Master of the Immortals.;Le Grand Maître des Immortels;;;;;;;;;;;;x;;;;;;;;;;;;;;;
society_immortals_rank_1_female;Dehqan;Dehkan;;;;;;;;;;;;x;;;;;;;;;;;;;;;
society_immortals_rank_2_female;Aswar;Aswar;;;;;;;;;;;;x #aswaran;;;;;;;;;;;;;;;
society_immortals_rank_3_female;Zhayedan;Zhayedan;;;;;;;;;;;;x;;;;;;;;;;;;;;;
society_immortals_rank_4_female;Mother Superior;Mère supérieure;;;;;;;;;;;;x;;;;;;;;;;;;;;;
society_immortals_rank_1_male;Dehqan;Dehkan;;;;;;;;;;;;x;;;;;;;;;;;;;;;
society_immortals_rank_2_male;Aswar;Aswar;;;;;;;;;;;;x;;;;;;;;;;;;;;;
society_immortals_rank_3_male;Zhayedan;Zhayedan;;;;;;;;;;;;x;;;;;;;;;;;;;;;
society_immortals_rank_4_male;Grand Master;Grand Maître;;;;;;;;;;;;x;;;;;;;;;;;;;;;
#jomsvikings;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
society_jomsvikings;The Jomsvikings;Les Jomsvikings;;;;;;;;;;;;x;;;;;;;;;;;;;;;
society_jomsvikings_desc;A warrior brotherhood along the Baltic coast that was established by band of fierce Vikings. Based in a castle known as Jomsborg, these Jomsvikings are devoted to Thor, Odin and the other Norse gods. They brook no quarter on the battlefield and will permit only the strongest and ablest warriors amongst their number.\nThough there are those who would dismiss them as simple brigands, the Jomsvikings have vowed to defend all Norse lands being encroached by Christendom or other foreign religions.;Une confrérie de guerriers le long de la côte baltique qui a été établie par une bande de féroces Vikings. Basés dans un château connu sous le nom de Jómsborg, ces Jomsvikings sont consacrés à Thor, Odin et les autres dieux nordiques. Ils n'ont pas de quartier sur le champ de bataille et n'autoriseront que les guerriers les plus forts et les plus aptes parmi eux.\nBien qu'il y en ait qui les rejetteraient comme de simples brigands, les Jomsvikings ont juré de défendre toutes les terres nordiques empiétant sur la chrétienté ou d'autres religions étrangères.;;;;;;;;;;;;x;;;;;;;;;;;;;;;
society_jomsvikings_leader_desc;The Grand Master of the Jomsvikings.;Le Grand Maître des Jomsvikings.;;;;;;;;;;;;x;;;;;;;;;;;;;;;
society_jomsvikings_rank_1_female;Recruit;Recrue;;;;;;;;;;;;x;;;;;;;;;;;;;;;
society_jomsvikings_rank_2_female;Warrior;Guerrier;;;;;;;;;;;;x;;;;;;;;;;;;;;;
